TemplateId;ItemName;ItemString;Level;RareGrade;CombatItemType;Dungeon;Gear;PowerTier;UpgradeTo;EvolutionSet;UnlockTo;Material_1;MaterialName_1;Amount_1;Material_2;MaterialName_2;Amount_2;Material_3;MaterialName_3;Amount_3;Material_4;MaterialName_4;Amount_4;Material_5;MaterialName_5;Amount_5;Notes;Column1;_1
55020;blaster;Nobleshot;17;1;EQUIP_WEAPON;Quest Rewards;Starter 1;0;55288;STARTER_1;;501;Paverune of Shara;2;;;;;;;;;;;;;;;
58186;shuriken;Trailcover;17;1;EQUIP_WEAPON;Quest Rewards;Starter 1;0;58439;STARTER_1;;501;Paverune of Shara;2;;;;;;;;;;;;;;;
59068;glaive;Pathdancer;17;1;EQUIP_WEAPON;Quest Rewards;Starter 1;0;59336;STARTER_1;;501;Paverune of Shara;2;;;;;;;;;;;;;;;
82020;gauntlet;Warfists;17;1;EQUIP_WEAPON;Quest Rewards;Starter 1;0;82288;STARTER_1;;501;Paverune of Shara;2;;;;;;;;;;;;;;;
15138;feetMail;Hit Kickers;17;1;EQUIP_ARMOR_LEG;Quest Rewards;Starter 1;0;17559;STARTER_1;;511;Paverune of Arun;2;;;;;;;;;;;;;;;
15141;feetLeather;Tenebral Boots;17;1;EQUIP_ARMOR_LEG;Quest Rewards;Starter 1;0;17562;STARTER_1;;511;Paverune of Arun;2;;;;;;;;;;;;;;;
15144;feetRobe;Umbral Slippers;17;1;EQUIP_ARMOR_LEG;Quest Rewards;Starter 1;0;17565;STARTER_1;;511;Paverune of Arun;2;;;;;;;;;;;;;;;
15136;bodyMail;Nightshimmer Chestplate;17;1;EQUIP_ARMOR_BODY;Quest Rewards;Starter 1;0;17557;STARTER_1;;511;Paverune of Arun;2;;;;;;;;;;;;;;;
15139;bodyLeather;Moonrise Vest;17;1;EQUIP_ARMOR_BODY;Quest Rewards;Starter 1;0;17560;STARTER_1;;511;Paverune of Arun;2;;;;;;;;;;;;;;;
15142;bodyRobe;Nightswift Gown;17;1;EQUIP_ARMOR_BODY;Quest Rewards;Starter 1;0;17563;STARTER_1;;511;Paverune of Arun;2;;;;;;;;;;;;;;;
15137;handMail;Duskweaver Gauntlets;17;1;EQUIP_ARMOR_ARM;Quest Rewards;Starter 1;0;17558;STARTER_1;;511;Paverune of Arun;2;;;;;;;;;;;;;;;
15140;handLeather;Nightfists;17;1;EQUIP_ARMOR_ARM;Quest Rewards;Starter 1;0;17561;STARTER_1;;511;Paverune of Arun;2;;;;;;;;;;;;;;;
15143;handRobe;Somnus Sleeves;17;1;EQUIP_ARMOR_ARM;Quest Rewards;Starter 1;0;17564;STARTER_1;;511;Paverune of Arun;2;;;;;;;;;;;;;;;
20728;necklace;Flamedancer Pendant;17;1;EQUIP_ACCESSORY;Quest Rewards;Starter 1;0;;;;;;;;;;;;;;;;;;;;;
20729;ring;Kulsilva's Ring;17;1;EQUIP_ACCESSORY;Quest Rewards;Starter 1;0;;;;;;;;;;;;;;;;;;;;;
20730;earring;Cinderfall;17;1;EQUIP_ACCESSORY;Quest Rewards;Starter 1;0;;;;;;;;;;;;;;;;;;;;;
19830;necklace;Oversized Locket;20;1;EQUIP_ACCESSORY;Bastion of Lok;Bastion;0;;;;;;;;;;;;;;;;;;;;;
19832;ring;Four Tethers of Lok;20;1;EQUIP_ACCESSORY;Bastion of Lok;Bastion;0;;;;;;;;;;;;;;;;;;;;;
20409;earring;Horn Hoop;21;2;EQUIP_ACCESSORY;Bastion of Lok;Bastion;0;;;;;;;;;;;;;;;;;;;;;
12265;dual;Blood & Gore;22;2;EQUIP_WEAPON;Bastion of Lok;Bastion;0;12273;Bastion;13549;502;Silrune of Shara;2;;;;;;;;;;;;;;;
12266;lance;Bloodstrike;22;2;EQUIP_WEAPON;Bastion of Lok;Bastion;0;12274;Bastion;13550;502;Silrune of Shara;2;;;;;;;;;;;;;;;
12267;twohand;Cruelblade;22;2;EQUIP_WEAPON;Bastion of Lok;Bastion;0;12275;Bastion;13551;502;Silrune of Shara;2;;;;;;;;;;;;;;;
12268;axe;Bloodshatter;22;2;EQUIP_WEAPON;Bastion of Lok;Bastion;0;12276;Bastion;13552;502;Silrune of Shara;2;;;;;;;;;;;;;;;
12269;circle;Heartcoil;22;2;EQUIP_WEAPON;Bastion of Lok;Bastion;0;12277;Bastion;13553;502;Silrune of Shara;2;;;;;;;;;;;;;;;
12270;bow;Airheart;22;2;EQUIP_WEAPON;Bastion of Lok;Bastion;0;12278;Bastion;13554;502;Silrune of Shara;2;;;;;;;;;;;;;;;
12271;staff;Tuskrender;22;2;EQUIP_WEAPON;Bastion of Lok;Bastion;0;12279;Bastion;13555;502;Silrune of Shara;2;;;;;;;;;;;;;;;
12272;rod;Bloodhorn;22;2;EQUIP_WEAPON;Bastion of Lok;Bastion;0;12280;Bastion;13556;502;Silrune of Shara;2;;;;;;;;;;;;;;;
55288;blaster;Hemoblaster;22;2;EQUIP_WEAPON;Bastion of Lok;Bastion;0;55289;Bastion;55415;502;Silrune of Shara;2;;;;;;;;;;;;;;;
58439;shuriken;Hemobloom;22;2;EQUIP_WEAPON;Bastion of Lok;Bastion;0;58440;Bastion;58473;502;Silrune of Shara;2;;;;;;;;;;;;;;;
59336;glaive;Truncuspear;22;2;EQUIP_WEAPON;Bastion of Lok;Bastion;0;59337;Bastion;59463;502;Silrune of Shara;2;;;;;;;;;;;;;;;
82288;gauntlet;Bloody Knuckles;22;2;EQUIP_WEAPON;Bastion of Lok;Bastion;0;82289;Bastion;82414;502;Silrune of Shara;2;;;;;;;;;;;;;;;
17559;feetMail;Grisly Greaves;22;2;EQUIP_ARMOR_LEG;Bastion of Lok;Bastion;0;17568;Bastion;13557;512;Silrune of Arun;2;;;;;;;;;;;;;;;
17562;feetLeather;Vulcanite Boots;22;2;EQUIP_ARMOR_LEG;Bastion of Lok;Bastion;0;17571;Bastion;13558;512;Silrune of Arun;2;;;;;;;;;;;;;;;
17565;feetRobe;Cruelhide Shoes;22;2;EQUIP_ARMOR_LEG;Bastion of Lok;Bastion;0;17574;Bastion;13559;512;Silrune of Arun;2;;;;;;;;;;;;;;;
17557;bodyMail;Brutal Breastplate;22;2;EQUIP_ARMOR_BODY;Bastion of Lok;Bastion;0;17566;Bastion;;512;Silrune of Arun;2;;;;;;;;;;;;;;;
17560;bodyLeather;Sanguine Cuirass;22;2;EQUIP_ARMOR_BODY;Bastion of Lok;Bastion;0;17569;Bastion;;512;Silrune of Arun;2;;;;;;;;;;;;;;;
17563;bodyRobe;Vulcanite Raiment;22;2;EQUIP_ARMOR_BODY;Bastion of Lok;Bastion;0;17572;Bastion;;512;Silrune of Arun;2;;;;;;;;;;;;;;;
17558;handMail;Tuskbreaker Gauntlets;22;2;EQUIP_ARMOR_ARM;Bastion of Lok;Bastion;0;17567;Bastion;;512;Silrune of Arun;2;;;;;;;;;;;;;;;
17561;handLeather;Gloves of the Vulcan;22;2;EQUIP_ARMOR_ARM;Bastion of Lok;Bastion;0;17570;Bastion;;512;Silrune of Arun;2;;;;;;;;;;;;;;;
17564;handRobe;Bloodbound Sleeves;22;2;EQUIP_ARMOR_ARM;Bastion of Lok;Bastion;0;17573;Bastion;;512;Silrune of Arun;2;;;;;;;;;;;;;;;
12273;dual;Fear & Tremble;27;3;EQUIP_WEAPON;Sinestral Manor;Demonia;0;17926;Demonia;;502;Silrune of Shara;2;;;;;;;;;;;;;;;
12274;lance;Dreadspike;27;3;EQUIP_WEAPON;Sinestral Manor;Demonia;0;17927;Demonia;;502;Silrune of Shara;2;;;;;;;;;;;;;;;
12275;twohand;Wraithblade;27;3;EQUIP_WEAPON;Sinestral Manor;Demonia;0;17928;Demonia;;502;Silrune of Shara;2;;;;;;;;;;;;;;;
12276;axe;Websplitter;27;3;EQUIP_WEAPON;Sinestral Manor;Demonia;0;17929;Demonia;;502;Silrune of Shara;2;;;;;;;;;;;;;;;
12277;circle;Fanggyre;27;3;EQUIP_WEAPON;Sinestral Manor;Demonia;0;17930;Demonia;;502;Silrune of Shara;2;;;;;;;;;;;;;;;
12278;bow;Piercefang;27;3;EQUIP_WEAPON;Sinestral Manor;Demonia;0;17931;Demonia;;502;Silrune of Shara;2;;;;;;;;;;;;;;;
12279;staff;Chaosbane;27;3;EQUIP_WEAPON;Sinestral Manor;Demonia;0;17932;Demonia;;502;Silrune of Shara;2;;;;;;;;;;;;;;;
12280;rod;Witchbinder;27;3;EQUIP_WEAPON;Sinestral Manor;Demonia;0;17933;Demonia;;502;Silrune of Shara;2;;;;;;;;;;;;;;;
55289;blaster;Trembletube;27;3;EQUIP_WEAPON;Sinestral Manor;Demonia;0;55420;Demonia;;502;Silrune of Shara;2;;;;;;;;;;;;;;;
58440;shuriken;Maldustar;27;3;EQUIP_WEAPON;Sinestral Manor;Demonia;0;58476;Demonia;;502;Silrune of Shara;2;;;;;;;;;;;;;;;
59337;glaive;Anxiae;27;3;EQUIP_WEAPON;Sinestral Manor;Demonia;0;59468;Demonia;;502;Silrune of Shara;2;;;;;;;;;;;;;;;
82289;gauntlet;Tremorfists;27;3;EQUIP_WEAPON;Sinestral Manor;Demonia;0;82420;Demonia;;502;Silrune of Shara;2;;;;;;;;;;;;;;;
17568;feetMail;Afflicter Greaves;27;3;EQUIP_ARMOR_LEG;Sinestral Manor;Demonia;0;17936;Demonia;;512;Silrune of Arun;2;;;;;;;;;;;;;;;
17571;feetLeather;Demonkicker Boots;27;3;EQUIP_ARMOR_LEG;Sinestral Manor;Demonia;0;17939;Demonia;;512;Silrune of Arun;2;;;;;;;;;;;;;;;
17574;feetRobe;Impchaser Shoes;27;3;EQUIP_ARMOR_LEG;Sinestral Manor;Demonia;0;17942;Demonia;;512;Silrune of Arun;2;;;;;;;;;;;;;;;
17566;bodyMail;Bitter Mail;27;3;EQUIP_ARMOR_BODY;Sinestral Manor;Demonia;0;17934;Demonia;13568;512;Silrune of Arun;2;;;;;;;;;;;;;;;
17569;bodyLeather;Demonfoe Cuirass;27;3;EQUIP_ARMOR_BODY;Sinestral Manor;Demonia;0;17937;Demonia;13570;512;Silrune of Arun;2;;;;;;;;;;;;;;;
17572;bodyRobe;Robe of the Scion;27;3;EQUIP_ARMOR_BODY;Sinestral Manor;Demonia;0;17940;Demonia;13572;512;Silrune of Arun;2;;;;;;;;;;;;;;;
17567;handMail;Assailer Gauntlets;27;3;EQUIP_ARMOR_ARM;Sinestral Manor;Demonia;0;17935;Demonia;13569;512;Silrune of Arun;2;;;;;;;;;;;;;;;
17570;handLeather;Demonsbane Gloves;27;3;EQUIP_ARMOR_ARM;Sinestral Manor;Demonia;0;17938;Demonia;13571;512;Silrune of Arun;2;;;;;;;;;;;;;;;
17573;handRobe;Demonwitch Sleeves;27;3;EQUIP_ARMOR_ARM;Sinestral Manor;Demonia;0;17941;Demonia;13573;512;Silrune of Arun;2;;;;;;;;;;;;;;;
20111;ring;Duchess's Family Signet;27;2;EQUIP_ACCESSORY;Sinestral Manor;Demonia;0;;;;;;;;;;;;;;;;;;;;;
20412;earring;Duke's Earring;27;2;EQUIP_ACCESSORY;Sinestral Manor;Demonia;0;;;;;;;;;;;;;;;;;;;;;
20706;necklace;Pendant of Three Sins;27;3;EQUIP_ACCESSORY;Sinestral Manor;Demonia;0;;;;;;;;;;;;;;;;;;;;;
17926;dual;Heartblades;38;3;EQUIP_WEAPON;Cultists' Refuge;Covenant;0;12289;Covenant;13574;503;Quoirune of Shara;2;;;;;;;;;;;;;;;
17927;lance;Lance of Devotion;38;3;EQUIP_WEAPON;Cultists' Refuge;Covenant;0;12290;Covenant;13575;503;Quoirune of Shara;2;;;;;;;;;;;;;;;
17928;twohand;Fiendish Claymore;38;3;EQUIP_WEAPON;Cultists' Refuge;Covenant;0;12291;Covenant;13576;503;Quoirune of Shara;2;;;;;;;;;;;;;;;
17929;axe;Greataxe of the Forsworn;38;3;EQUIP_WEAPON;Cultists' Refuge;Covenant;0;12292;Covenant;13577;503;Quoirune of Shara;2;;;;;;;;;;;;;;;
17930;circle;Avowed Circle;38;3;EQUIP_WEAPON;Cultists' Refuge;Covenant;0;12293;Covenant;13578;503;Quoirune of Shara;2;;;;;;;;;;;;;;;
17931;bow;Tailor's Stitcher;38;3;EQUIP_WEAPON;Cultists' Refuge;Covenant;0;12294;Covenant;13579;503;Quoirune of Shara;2;;;;;;;;;;;;;;;
17932;staff;Staff of the Warden;38;3;EQUIP_WEAPON;Cultists' Refuge;Covenant;0;12295;Covenant;13580;503;Quoirune of Shara;2;;;;;;;;;;;;;;;
17933;rod;Scepter of Infatuation;38;3;EQUIP_WEAPON;Cultists' Refuge;Covenant;0;12296;Covenant;13581;503;Quoirune of Shara;2;;;;;;;;;;;;;;;
55420;blaster;Arcannon of the Covenant;38;3;EQUIP_WEAPON;Cultists' Refuge;Covenant;0;55291;Covenant;55416;503;Quoirune of Shara;2;;;;;;;;;;;;;;;
58476;shuriken;Heart Shredder;38;3;EQUIP_WEAPON;Cultists' Refuge;Covenant;0;58442;Covenant;58474;503;Quoirune of Shara;2;;;;;;;;;;;;;;;
59468;glaive;Thologia;38;3;EQUIP_WEAPON;Cultists' Refuge;Covenant;0;59339;Covenant;59464;503;Quoirune of Shara;2;;;;;;;;;;;;;;;
82420;gauntlet;Love Taps;38;3;EQUIP_WEAPON;Cultists' Refuge;Covenant;0;82291;Covenant;82415;503;Quoirune of Shara;2;;;;;;;;;;;;;;;
17936;feetMail;Phalanx Greaves;38;3;EQUIP_ARMOR_LEG;Cultists' Refuge;Covenant;0;17586;Covenant;13582;513;Quoirune of Arun;2;;;;;;;;;;;;;;;
17939;feetLeather;Skirmisher's Boots;38;3;EQUIP_ARMOR_LEG;Cultists' Refuge;Covenant;0;17589;Covenant;13583;513;Quoirune of Arun;2;;;;;;;;;;;;;;;
17942;feetRobe;Peds of Sikandacar;38;3;EQUIP_ARMOR_LEG;Cultists' Refuge;Covenant;0;17592;Covenant;13584;513;Quoirune of Arun;2;;;;;;;;;;;;;;;
17934;bodyMail;Lambent Plate of the Champion;38;3;EQUIP_ARMOR_BODY;Cultists' Refuge;Covenant;0;17584;Covenant;;513;Quoirune of Arun;2;;;;;;;;;;;;;;;
17937;bodyLeather;Bloodsnarl Overcoat;38;3;EQUIP_ARMOR_BODY;Cultists' Refuge;Covenant;0;17587;Covenant;;513;Quoirune of Arun;2;;;;;;;;;;;;;;;
17940;bodyRobe;Sikandacar's Robes;38;3;EQUIP_ARMOR_BODY;Cultists' Refuge;Covenant;0;17590;Covenant;;513;Quoirune of Arun;2;;;;;;;;;;;;;;;
17935;handMail;Lambent Fists of the Champion;38;3;EQUIP_ARMOR_ARM;Cultists' Refuge;Covenant;0;17585;Covenant;;513;Quoirune of Arun;2;;;;;;;;;;;;;;;
17938;handLeather;Skirmisher's Wraps;38;3;EQUIP_ARMOR_ARM;Cultists' Refuge;Covenant;0;17588;Covenant;;513;Quoirune of Arun;2;;;;;;;;;;;;;;;
17941;handRobe;Sikandacar's Bindings;38;3;EQUIP_ARMOR_ARM;Cultists' Refuge;Covenant;0;17591;Covenant;;513;Quoirune of Arun;2;;;;;;;;;;;;;;;
20115;ring;High Priestess's Signet;38;3;EQUIP_ACCESSORY;Cultists' Refuge;Covenant;0;;;;;;;;;;;;;;;;;;;;;
20413;earring;Lavastone Earring;38;2;EQUIP_ACCESSORY;Cultists' Refuge;Covenant;0;;;;;;;;;;;;;;;;;;;;;
20737;necklace;Tyrantfall;38;2;EQUIP_ACCESSORY;Cultists' Refuge;Covenant;0;;;;;;;;;;;;;;;;;;;;;
12289;dual;Rip & Snarl;44;3;EQUIP_WEAPON;Labyrinth of Terror;Sepulchral;0;12297;Sepulchral;;504;Archrune of Shara;2;;;;;;;;;;;;;;;
12290;lance;Juggernaut;44;3;EQUIP_WEAPON;Labyrinth of Terror;Sepulchral;0;12298;Sepulchral;;504;Archrune of Shara;2;;;;;;;;;;;;;;;
12291;twohand;Anguish;44;3;EQUIP_WEAPON;Labyrinth of Terror;Sepulchral;0;12299;Sepulchral;;504;Archrune of Shara;2;;;;;;;;;;;;;;;
12292;axe;Agonizer;44;3;EQUIP_WEAPON;Labyrinth of Terror;Sepulchral;0;12300;Sepulchral;;504;Archrune of Shara;2;;;;;;;;;;;;;;;
12293;circle;Ebon Spinner;44;3;EQUIP_WEAPON;Labyrinth of Terror;Sepulchral;0;12301;Sepulchral;;504;Archrune of Shara;2;;;;;;;;;;;;;;;
12294;bow;Mistchaser;44;3;EQUIP_WEAPON;Labyrinth of Terror;Sepulchral;0;12302;Sepulchral;;504;Archrune of Shara;2;;;;;;;;;;;;;;;
12295;staff;Mistburner;44;3;EQUIP_WEAPON;Labyrinth of Terror;Sepulchral;0;12303;Sepulchral;;504;Archrune of Shara;2;;;;;;;;;;;;;;;
12296;rod;Lifedrinker;44;3;EQUIP_WEAPON;Labyrinth of Terror;Sepulchral;0;12304;Sepulchral;;504;Archrune of Shara;2;;;;;;;;;;;;;;;
55291;blaster;Razergun;44;3;EQUIP_WEAPON;Labyrinth of Terror;Sepulchral;0;55292;Sepulchral;;504;Archrune of Shara;2;;;;;;;;;;;;;;;
58442;shuriken;Twemol Starblade;44;3;EQUIP_WEAPON;Labyrinth of Terror;Sepulchral;0;58443;Sepulchral;;504;Archrune of Shara;2;;;;;;;;;;;;;;;
59339;glaive;Eruxia;44;3;EQUIP_WEAPON;Labyrinth of Terror;Sepulchral;0;59340;Sepulchral;;504;Archrune of Shara;2;;;;;;;;;;;;;;;
82291;gauntlet;Razerfists;44;3;EQUIP_WEAPON;Labyrinth of Terror;Sepulchral;0;82292;Sepulchral;;504;Archrune of Shara;2;;;;;;;;;;;;;;;
17586;feetMail;Greaves of the Depths;44;3;EQUIP_ARMOR_LEG;Labyrinth of Terror;Sepulchral;0;17595;Sepulchral;;514;Archrune of Arun;2;;;;;;;;;;;;;;;
17589;feetLeather;Boots of the Raven;44;3;EQUIP_ARMOR_LEG;Labyrinth of Terror;Sepulchral;0;17598;Sepulchral;;514;Archrune of Arun;2;;;;;;;;;;;;;;;
17592;feetRobe;Direcrow Slippers;44;3;EQUIP_ARMOR_LEG;Labyrinth of Terror;Sepulchral;0;17601;Sepulchral;;514;Archrune of Arun;2;;;;;;;;;;;;;;;
17584;bodyMail;Dreadmist Mail;44;3;EQUIP_ARMOR_BODY;Labyrinth of Terror;Sepulchral;0;17593;Sepulchral;13585;514;Archrune of Arun;2;;;;;;;;;;;;;;;
17587;bodyLeather;Cuirass of the Jackdaw;44;3;EQUIP_ARMOR_BODY;Labyrinth of Terror;Sepulchral;0;17596;Sepulchral;13587;514;Archrune of Arun;2;;;;;;;;;;;;;;;
17590;bodyRobe;Bloody Quill Robe;44;3;EQUIP_ARMOR_BODY;Labyrinth of Terror;Sepulchral;0;17599;Sepulchral;13589;514;Archrune of Arun;2;;;;;;;;;;;;;;;
17585;handMail;Deepmurk Gauntlets;44;3;EQUIP_ARMOR_ARM;Labyrinth of Terror;Sepulchral;0;17594;Sepulchral;13586;514;Archrune of Arun;2;;;;;;;;;;;;;;;
17588;handLeather;Gloves of the Crow;44;3;EQUIP_ARMOR_ARM;Labyrinth of Terror;Sepulchral;0;17597;Sepulchral;13588;514;Archrune of Arun;2;;;;;;;;;;;;;;;
17591;handRobe;Mekonari Handwraps;44;3;EQUIP_ARMOR_ARM;Labyrinth of Terror;Sepulchral;0;17600;Sepulchral;13590;514;Archrune of Arun;2;;;;;;;;;;;;;;;
19843;earring;Earfall of Crystal Tears;44;2;EQUIP_ACCESSORY;Labyrinth of Terror;Sepulchral;0;;;;;;;;;;;;;;;;;;;;;
20113;ring;Soulreaver's Binding;44;3;EQUIP_ACCESSORY;Labyrinth of Terror;Sepulchral;0;;;;;;;;;;;;;;;;;;;;;
20707;necklace;Jeweled Favor;44;3;EQUIP_ACCESSORY;Labyrinth of Terror;Sepulchral;0;;;;;;;;;;;;;;;;;;;;;
12297;dual;Ways & Means;50;3;EQUIP_WEAPON;Golden Labyrinth;Starter 6;0;12793;STARTER_6;13591;504;Archrune of Shara;2;;;;;;;;;;;;;;;
12298;lance;Beastblaster;50;3;EQUIP_WEAPON;Golden Labyrinth;Starter 6;0;12794;STARTER_6;13592;504;Archrune of Shara;2;;;;;;;;;;;;;;;
12299;twohand;Bruteslayer;50;3;EQUIP_WEAPON;Golden Labyrinth;Starter 6;0;12795;STARTER_6;13593;504;Archrune of Shara;2;;;;;;;;;;;;;;;
12300;axe;Mutilator;50;3;EQUIP_WEAPON;Golden Labyrinth;Starter 6;0;12796;STARTER_6;13594;504;Archrune of Shara;2;;;;;;;;;;;;;;;
12301;circle;Mazespinner;50;3;EQUIP_WEAPON;Golden Labyrinth;Starter 6;0;12797;STARTER_6;13595;504;Archrune of Shara;2;;;;;;;;;;;;;;;
12302;bow;Wayfinder;50;3;EQUIP_WEAPON;Golden Labyrinth;Starter 6;0;12798;STARTER_6;13596;504;Archrune of Shara;2;;;;;;;;;;;;;;;
12303;staff;Labyrinth Lordstaff;50;3;EQUIP_WEAPON;Golden Labyrinth;Starter 6;0;12799;STARTER_6;13597;504;Archrune of Shara;2;;;;;;;;;;;;;;;
12304;rod;Gateopener Scepter;50;3;EQUIP_WEAPON;Golden Labyrinth;Starter 6;0;12800;STARTER_6;13598;504;Archrune of Shara;2;;;;;;;;;;;;;;;
55292;blaster;Pathmaker;50;3;EQUIP_WEAPON;Golden Labyrinth;Starter 6;0;55354;STARTER_6;55417;504;Archrune of Shara;2;;;;;;;;;;;;;;;
58443;shuriken;Rubiblossom;50;3;EQUIP_WEAPON;Golden Labyrinth;Starter 6;0;58464;STARTER_6;58475;504;Archrune of Shara;2;;;;;;;;;;;;;;;
59340;glaive;Turntwixer;50;3;EQUIP_WEAPON;Golden Labyrinth;Starter 6;0;59402;STARTER_6;59465;504;Archrune of Shara;2;;;;;;;;;;;;;;;
82292;gauntlet;Mazehammers;50;3;EQUIP_WEAPON;Golden Labyrinth;Starter 6;0;82354;STARTER_6;82416;504;Archrune of Shara;2;;;;;;;;;;;;;;;
17595;feetMail;Gulabane Greaves;50;3;EQUIP_ARMOR_LEG;Golden Labyrinth;Starter 6;0;18179;STARTER_6;13599;514;Archrune of Arun;2;;;;;;;;;;;;;;;
17598;feetLeather;Caiman Kickers;50;3;EQUIP_ARMOR_LEG;Golden Labyrinth;Starter 6;0;18182;STARTER_6;13600;514;Archrune of Arun;2;;;;;;;;;;;;;;;
