huntingZoneId;npcTemplateId;npcName;npcTitle;territoryType;totalSpawns;minRespawn;maxRespawn;aggressive;hasName;hasParty;level;elite;showAggroTarget;size;resourceType
2;203;Likhan;Fey Guardians;normal;1;20000;20000;True;True;True;13;False;False;medium;medium
2;206;Seravy;Fey Guardians;normal;3;20000;20000;True;True;False;15;False;False;medium;medium
2;209;Dark Sorcerer;Scions of Lok;normal;5;20000;20000;True;True;True;12;False;False;medium;medium
2;210;Cruel Sorcerer;Scions of Lok;normal;10;20000;20000;True;True;True;12;False;False;medium;medium
2;259;Garkior;Scions of Lok;normal;2;20000;20000;True;True;True;14;False;False;medium;medium
2;260;Cruel Sorcerer;Scions of Lok;normal;4;20000;20000;True;True;True;14;False;False;medium;medium
2;507;Garash Bloodtusk;Boarlord;normal;1;43200000;43200000;True;True;True;15;False;False;medium;medium
2;510;Tradon;Fey Guardians;normal;1;43200000;43200000;True;True;True;15;False;False;medium;medium
3;2;Agitated Sporewalker;;normal;39;30000;30000;True;True;False;15;False;False;medium;medium
3;3;Mossy Ghilliedhu;;normal;46;30000;30000;True;True;False;19;False;False;medium;medium
3;7;Dakanius;Devan Raidmaster;normal;3;25000;25000;True;True;False;17;False;False;medium;medium
3;9;Devan Archpriest;;normal;3;10000;90000;True;True;True;18;False;False;medium;medium
3;12;Devan Warlord;Assault Leader;normal;5;25000;25000;True;True;True;15;False;False;medium;medium
3;13;Dark Maiden;Assault Leader;normal;5;25000;25000;True;True;True;15;False;False;medium;medium
3;14;Reaver of Resurrection;Scions of Lok;normal;25;25000;30000;True;True;True;17;False;False;medium;medium
3;15;Ebonheart Sorcerer;Scions of Lok;normal;27;25000;30000;True;True;True;17;False;False;medium;medium
3;18;Devan Scrapper;Ruffian;normal;23;30000;30000;True;True;False;15;False;False;medium;medium
3;19;Devan Brigand;Raider;normal;18;30000;45000;True;True;False;16;False;False;medium;medium
3;20;Kulsilva;Devan Tyrant;normal;1;100000;100000;True;True;False;18;False;False;medium;medium
3;21;Dur Barak;Dragoon Doommaster;normal;1;3600000;3600000;True;True;False;18;False;False;medium;medium
3;23;Aggravated Sporewalker;Raider;normal;33;30000;30000;True;True;True;16;False;False;medium;medium
3;24;Keener Conscript;;normal;4;5000;5000;True;True;False;16;False;False;medium;medium
3;101;Stonebeak Soldier;;normal;69;30000;30000;True;True;True;13;False;False;small;medium
3;1001;Stonebeak Fighter;Commander;normal;23;30000;30000;True;True;True;13;False;False;medium;medium
3;2001;Slinking Sabertooth;;normal;52;30000;30000;True;True;True;12;False;False;medium;medium
3;300140;Devan Bandit;Ruffian;normal;9;30000;30000;True;True;True;15;False;False;medium;medium
3;300141;Devan Blademaster;Raider;normal;49;30000;45000;True;True;True;17;False;False;medium;medium
3;300142;Devan Warrior;Scout;normal;30;30000;30000;True;True;True;14;False;False;medium;medium
3;300143;Devan Bladesister;Scout;normal;11;30000;30000;True;True;False;14;False;False;medium;medium
3;300151;Devan Pillager;Scout;normal;4;30000;30000;True;True;False;14;False;False;medium;medium
3;300160;Devan Arcanist;Raider;normal;64;20000;45000;True;True;True;16;False;False;medium;medium
3;300161;Devan Chanter;Ruffian;normal;9;30000;30000;True;True;True;15;False;False;medium;medium
3;300611;Furious Dragoon;;normal;43;30000;30000;True;True;True;15;False;False;medium;medium
3;301080;Fallen Soldier;;normal;129;30000;30000;True;True;True;15;False;False;small;medium
3;10;;;script;1;0;0;True;False;True;21;True;True;large;medium
3;22;Lanok;Forgotten Destroyer;script;1;0;0;True;True;True;21;True;True;large;large
3;300811;Basilisk;;script;1;0;0;True;True;True;20;True;True;large;medium
5;1;Tuwangi Overseer;;normal;7;20000;20000;True;True;True;20;False;False;medium;medium
5;2;Tuwangi Helper;;normal;34;20000;20000;True;True;True;20;False;False;small;small
5;3;Tuwangi Worker;;normal;150;20000;20000;True;True;True;20;False;False;small;small
5;4;Tuwangi Frogrider;;normal;6;20000;20000;True;True;True;22;False;False;medium;medium
5;5;Tuwangi Blockhead;;normal;24;20000;20000;True;True;True;22;False;False;small;small
5;6;Tuwangi Chopper;;normal;138;20000;20000;True;True;True;22;False;False;small;small
5;7;Tuwangi Warfrogger;;normal;6;20000;20000;True;True;True;21;False;False;medium;medium
5;8;Keen Hat Tuwangi;;normal;24;20000;20000;True;True;True;21;False;False;small;small
5;9;Stonehammer Tuwangi;;normal;102;20000;20000;True;True;True;21;False;False;small;small
5;12;Frog Drum;;normal;5;20000;20000;True;True;False;21;False;False;medium;
5;13;Inky Sabertooth;;normal;24;20000;20000;True;True;False;20;False;False;medium;medium
5;14;Muddy Sporewalker;;normal;24;20000;20000;True;True;False;19;False;False;medium;medium
5;15;Hungry Cullar;;normal;12;20000;20000;True;True;False;19;False;False;medium;medium
5;16;Tentacullar;;normal;12;20000;20000;True;True;False;19;False;False;medium;medium
5;17;Garangka;Frog King;normal;1;43200000;43200000;True;True;False;23;False;False;medium;medium
5;18;Bauba;Warchief;normal;1;20000;20000;True;True;True;21;False;False;medium;medium
5;19;Moong;Magic Doer;normal;1;20000;20000;True;True;True;22;False;False;medium;medium
5;20;Raguga;Battlehopper;normal;1;20000;20000;True;True;True;23;False;False;medium;medium
5;21;Tuwangi Protector;;normal;6;20000;20000;True;True;True;22;False;False;small;small
5;22;Tuwangi Hatcheter;;normal;6;20000;20000;True;True;True;23;False;False;small;small
6;1031;Ravenous Hyena;;normal;74;20000;20000;True;True;True;16;False;False;medium;medium
6;1032;Starving Hyena;;normal;82;20000;20000;True;True;True;17;False;False;medium;medium
6;1041;Gutrend Kulkari;;normal;12;20000;20000;True;True;True;16;False;False;medium;medium
6;1042;Gutrend Hyena;;normal;12;20000;20000;True;True;True;17;False;False;medium;medium
6;1051;Gutrend Clawtamer;;normal;12;20000;20000;True;True;True;16;False;False;medium;medium
6;1052;Gutrend Hyena;;normal;12;20000;20000;True;True;True;17;False;False;medium;medium
6;1061;Gutrend Brigand;;normal;14;20000;20000;True;True;True;16;False;False;medium;medium
6;1062;Gutrend Pillager;;normal;14;20000;20000;True;True;True;17;False;False;medium;medium
6;1071;Gutrend Raider;;normal;21;20000;20000;True;True;False;16;False;False;medium;medium
6;1081;Gutrend Skullcrusher;;normal;12;20000;20000;True;True;False;16;False;False;medium;medium
6;1091;Hyena Stalker;;normal;134;20000;20000;True;True;True;17;False;False;medium;medium
6;2011;Hillwalker Warthog;;normal;35;20000;20000;True;True;False;17;False;False;medium;medium
6;2021;Great Tusk Warthog;;normal;28;20000;20000;True;True;False;18;False;False;medium;medium
6;2031;Scavenging Bear;;normal;25;20000;20000;True;True;False;17;False;False;medium;medium
6;2041;Ravenous Bear;;normal;18;20000;20000;True;True;False;18;False;False;medium;medium
6;2051;Gutrend Reaper;;normal;18;20000;20000;True;True;False;17;False;False;medium;medium
6;2061;Gutrend Sentry;;normal;28;20000;20000;True;True;False;17;False;False;medium;medium
6;2081;Gutrend Seer;;normal;45;20000;20000;True;True;True;18;False;False;medium;medium
6;2082;Gutrend Juggernaut;;normal;61;20000;20000;True;True;True;19;False;False;medium;medium
6;3011;Scion Justicar;Scions of Lok;normal;29;20000;20000;True;True;False;19;False;False;medium;medium
6;3021;Lokian Battlerager;Scions of Lok;normal;24;20000;20000;True;True;False;19;False;False;medium;medium
6;3031;Lokian Reaver;Scions of Lok;normal;11;20000;20000;True;True;True;19;False;False;medium;medium
6;3032;Lokian Mystic;Scions of Lok;normal;11;20000;20000;True;True;True;19;False;False;medium;medium
6;3041;Lokian Darkcaller;Scions of Lok;normal;12;20000;20000;True;True;True;19;False;False;medium;medium
6;3042;Lokian Reapmaster;Scions of Lok;normal;12;20000;20000;True;True;True;19;False;False;medium;medium
6;5001;Crisaka;Scions of Lok;normal;1;43200000;43200000;True;True;True;20;False;False;medium;medium
6;5002;Abrata;Scions of Lok;normal;1;43200000;43200000;True;True;True;20;False;False;medium;medium
6;7031;Krashar;Gutrend Chieftain;normal;1;20000;20000;True;True;True;20;False;False;medium;medium
6;7032;Lakrax;Gutrend Defender;normal;1;20000;20000;True;True;True;19;False;False;medium;medium
6;7033;Torax;Gutrend Defender;normal;1;20000;20000;True;True;True;19;False;False;medium;medium
6;7041;Dakarius;Scions of Lok;normal;1;20000;20000;True;True;False;20;False;False;medium;medium
6;7051;Smulch;Gutrend Butcher;normal;1;20000;20000;True;True;False;17;False;False;medium;medium
6;8001;Arcadia Guard;;normal;5;90000;90000;True;True;False;16;False;False;medium;medium
6;8002;Arcadia Guard;;normal;2;90000;90000;True;True;False;16;False;False;medium;medium
6;8003;Arcadia Guard;;normal;2;90000;90000;True;True;False;16;False;False;medium;medium
6;8004;Arcadia Guard;;normal;10;90000;90000;True;True;False;19;False;False;medium;medium
6;8005;Arcadia Guard;;normal;9;90000;90000;True;True;False;19;False;False;medium;medium
6;8006;Arcadia Guard;;normal;5;90000;90000;True;True;False;19;False;False;medium;medium
6;5003;Arakia;;script;1;0;0;True;True;True;20;True;True;large;medium
7;5;Red Fang Orcan;;normal;46;20000;20000;True;True;True;22;False;False;medium;medium
7;6;Red Fang Fighter;;normal;46;20000;20000;True;True;True;22;False;False;medium;medium
7;7;Red Fang Rager;;normal;22;20000;20000;True;True;True;23;False;False;medium;medium
7;8;Red Fang Kobold;;normal;176;20000;20000;True;True;True;22;False;False;small;medium
7;9;Red Fang Kobold Minion;;normal;426;20000;20000;True;True;True;22;False;False;small;medium
7;10;Lean Hyena;;normal;77;20000;20000;True;True;False;22;False;False;medium;medium
7;11;Bloodguard;Scions of Lok;normal;47;20000;20000;True;True;False;23;False;False;medium;medium
7;12;Lokian Lancer;Scions of Lok;normal;24;20000;20000;True;True;False;24;False;False;medium;medium
7;13;Lokian Berserker;Scions of Lok;normal;22;20000;20000;True;True;False;24;False;False;medium;medium
7;14;Lokian Sorcerer;Scions of Lok;normal;26;20000;20000;True;True;False;24;False;False;medium;medium
7;20;Crowu;Viceroy;normal;1;20000;20000;True;True;False;25;False;False;medium;medium
7;102;Tezluar;Magister of Lok;normal;1;20000;20000;True;True;False;25;False;False;medium;medium
7;6000;Iron Thorn Orcan;;normal;82;25000;25000;True;True;False;68;False;False;medium;medium
7;1;Naga Mercenary;;script;1;0;0;True;True;True;22;True;True;large;medium
7;2;Naga Juggernaut;;script;1;0;0;True;True;True;23;True;True;large;medium
7;3;Indolent Kumas;;script;1;0;0;True;True;True;22;True;True;large;medium
7;4;Torpid Kumas;;script;1;0;0;True;True;True;23;True;True;large;medium
7;18;Nakarash;Naga Warlord;script;1;0;0;True;True;True;24;True;True;large;medium
7;19;;;script;1;0;0;True;False;True;24;True;True;large;medium
7;23;Juggernaut Mercenary;;script;1;0;0;True;True;True;24;True;True;large;medium
7;101;Barraq;Thunderwalker;script;1;0;0;True;True;True;25;True;True;large;medium
7;1000;Radat;Kumas Guardian;script;1;0;0;True;True;True;22;True;True;large;medium
7;2000;Kadas;Kumas Guardian;script;1;0;0;True;True;True;22;True;True;large;medium
8;1011;Hulking Sentry;;normal;8;20000;20000;True;True;True;48;False;False;medium;medium
8;1021;Cromos Prowler;;normal;6;20000;20000;True;True;True;48;False;False;medium;medium
8;1031;Caprin Imp;;normal;36;20000;20000;True;True;True;48;False;False;small;medium
8;2011;Armored Hyena;;normal;12;20000;20000;True;True;True;48;False;False;medium;medium
8;2021;Caiman Mercenary;;normal;108;20000;20000;True;True;True;48;False;False;small;
8;2031;Gula Slaver;Kazuur Syndicate;normal;50;20000;20000;True;True;True;48;False;False;medium;medium
8;2041;Gula Taskmaster;Kazuur Syndicate;normal;7;20000;20000;True;True;True;48;False;False;medium;medium
8;2042;Caiman Guard;;normal;28;20000;20000;True;True;True;48;False;False;small;
8;2051;Devan Acolyte;;normal;32;20000;20000;True;True;True;48;False;False;medium;medium
8;2061;Auric Imp;;normal;40;20000;20000;True;True;True;48;False;False;small;medium
8;3011;Gula Mutilator;Kazuur Syndicate;normal;8;20000;20000;True;True;True;49;False;False;medium;medium
8;3021;Gula Skinner;Kazuur Syndicate;normal;15;20000;20000;True;True;True;49;False;False;medium;medium
8;3022;Slavering Auric Imp;;normal;60;20000;20000;True;True;True;49;False;False;small;medium
8;3031;Gula Ravager;Kazuur Syndicate;normal;8;20000;20000;True;True;True;49;False;False;medium;medium
8;3041;Gula Overseer;Kazuur Syndicate;normal;8;20000;20000;True;True;True;49;False;False;medium;medium
8;3042;Kobold Thug;;normal;32;20000;20000;True;True;True;49;False;False;small;medium
8;3051;Kobold Hireling;;normal;66;20000;20000;True;True;True;49;False;False;small;medium
8;4011;Aberrant Gulon;Kazuur Syndicate;normal;24;20000;20000;True;True;True;50;False;False;medium;medium
8;4021;Reanimated Popori;;normal;90;20000;20000;True;True;True;50;False;False;small;small
8;4031;Skeletal Caiman;;normal;60;20000;20000;True;True;True;50;False;False;small;small
8;4032;Caiman Bonethrall;;normal;60;20000;20000;True;True;True;50;False;False;small;small
8;4041;Cruel Inquisitor;Kazuur Syndicate;normal;28;20000;20000;True;True;True;50;False;False;medium;medium
8;4051;Vulgar Inquisitor;Kazuur Syndicate;normal;22;20000;20000;True;True;True;50;False;False;medium;medium
8;4052;Vicious Auric Imp;;normal;132;20000;20000;True;True;True;50;False;False;small;medium
8;4061;Undying Miner;;normal;66;20000;20000;True;True;True;50;False;False;small;small
8;5011;Candarik;Anguish Fiend;normal;1;86400000;86400000;True;True;True;51;False;False;medium;medium
8;5012;Caiman Inflictor;Fangs of Candarik;normal;8;86400000;86400000;True;True;True;51;False;False;small;
8;8011;Glauka;Nightmare Epicure;normal;1;20000;20000;True;True;True;49;False;False;medium;medium
8;8012;Nazkarith;Hungry Imp;normal;9;20000;20000;True;True;True;50;False;False;small;medium
8;8021;Dulinka;Kazuur Syndicate;normal;3;20000;20000;True;True;True;51;False;False;medium;medium
8;8022;Mekkitar;Kazuur Syndicate;normal;12;20000;20000;True;True;True;51;False;False;small;medium
8;8031;Kuraab;Kazuur Syndicate;normal;1;20000;20000;True;True;False;51;False;False;medium;medium
9;100;Tawny Sabertooth;;normal;40;20000;20000;True;True;False;32;False;False;medium;medium
9;200;Mugato;;normal;37;20000;20000;True;True;False;32;False;False;medium;
9;300;Armored Crocuta;;normal;27;20000;20000;True;True;True;32;False;False;medium;medium
9;310;Alpha Crocuta;;normal;27;20000;20000;True;True;True;32;False;False;medium;medium
9;400;Gula Brigand;;normal;8;20000;20000;True;True;True;32;False;False;medium;medium
9;410;Gula Pillager;;normal;6;20000;20000;True;True;True;32;False;False;medium;medium
9;420;Gula Bandit;;normal;6;20000;20000;True;True;True;32;False;False;medium;medium
9;430;Gula Gutslasher;;normal;22;20000;20000;True;True;True;32;False;False;medium;medium
9;440;Gula Eviscerator;;normal;16;20000;20000;True;True;True;32;False;False;medium;medium
9;450;Gula Rager;;normal;5;20000;20000;True;True;True;32;False;False;medium;medium
9;500;Kobold Conscript;;normal;64;20000;20000;True;True;True;32;False;False;small;medium
9;600;Undying Fighter;;normal;48;20000;20000;True;True;True;32;False;False;small;small
9;700;Alizarin Imp Hunter;;normal;16;20000;20000;True;True;True;32;False;False;medium;medium
9;710;Alizarin Imp Warder;;normal;17;20000;20000;True;True;True;32;False;False;medium;medium
9;800;Gula Butcher;;normal;20;20000;20000;True;True;True;32;False;False;medium;medium
9;810;Gula Gourmand;;normal;12;20000;20000;True;True;True;32;False;False;medium;medium
9;900;Caiman Cook;;normal;160;20000;20000;True;True;True;32;False;False;small;
9;910;Caiman Zealot;;normal;120;20000;20000;True;True;True;32;False;False;small;
9;1000;Lokian Bloodreaper;;normal;5;20000;20000;True;True;True;32;False;False;medium;medium
9;1100;Lokian Bowmaster;;normal;5;20000;20000;True;True;True;32;False;False;medium;medium
9;1200;Lokian Champion;;normal;7;20000;20000;True;True;True;32;False;False;medium;medium
9;1300;Lokian Bloodrager;;normal;7;20000;20000;True;True;True;32;False;False;medium;medium
9;1400;Azarel's Juggernaut;;normal;12;60000;60000;True;True;False;32;True;True;large;medium
9;1410;Labyrinthine Stalker;;normal;24;60000;60000;True;True;False;32;True;True;large;medium
9;5000;Brutal Mugato;Greedy;normal;1;20000;20000;True;True;False;32;False;False;medium;
9;5001;Alizarin Imp Vanguard;;normal;1;20000;20000;True;True;True;32;False;False;medium;medium
9;5002;Nalathak;Lord of Despair;normal;1;20000;20000;True;True;True;32;False;False;medium;medium
9;5005;Lamakus;Lord of the Labyrinth;normal;1;20000;20000;True;True;False;32;False;False;medium;medium
9;5006;Tabruk;Divine Reaver;normal;1;10800000;10800000;True;True;False;33;True;True;large;medium
9;7000;Kaia's Sword Soldier;;normal;2;30000;30000;True;True;True;32;False;False;medium;medium
9;7001;Kaia's Sword Soldier;;normal;2;30000;30000;True;True;True;32;False;False;medium;medium
10;1;Arachnen Warrior;;normal;28;45000;72000;True;True;True;49;False;False;medium;medium
10;5;Thickbark Ghilliedhu;;normal;11;72000;72000;True;True;True;50;False;False;medium;medium
10;6;Agitated Mycanar;;normal;11;72000;72000;True;True;True;50;False;False;medium;medium
10;7;Vicious Mycanar;;normal;22;72000;72000;True;True;True;48;False;False;medium;medium
10;8;Naga Battlemaster;;normal;10;90000;90000;True;True;False;49;True;True;large;medium
10;9;Longtusk Slasher;;normal;24;72000;72000;True;True;True;48;False;False;medium;medium
10;10;Baykun Warthog;;normal;38;30000;72000;True;True;True;49;False;False;medium;medium
10;11;Naga Slayer;;normal;6;72000;72000;True;True;True;49;False;False;medium;medium
10;12;Caiman Serf;;normal;48;72000;72000;True;True;True;50;False;False;small;medium
10;13;Naga Bloodscale;;normal;7;72000;72000;True;True;True;51;False;False;medium;medium
10;14;Naga Wyrmling;;normal;56;72000;72000;True;True;True;51;False;False;small;medium
10;16;Naga Clawrider;;normal;6;90000;90000;True;True;True;48;True;True;large;medium
10;17;Naga Clawmaster;;normal;13;90000;90000;True;True;False;50;True;True;large;medium
10;18;Naga Leviathan;;normal;11;60000;60000;True;True;False;51;True;True;large;medium
10;19;Siraxatol;Priestess of Dagon;normal;1;40000;40000;True;True;True;52;True;True;large;medium
10;20;Frillfang Sabertooth;;normal;34;72000;72000;True;True;True;48;False;False;medium;medium
10;21;Ebon Sabertooth;;normal;8;72000;72000;True;True;True;50;False;False;medium;medium
10;22;Malagash;Naga Warlord;normal;1;40000;40000;True;True;True;50;True;True;large;medium
10;23;Midirix;Master Clawrider;normal;1;40000;40000;True;True;True;52;True;True;large;medium
10;31;Fitty Poinz;;normal;2;5000;5000;True;True;False;50;False;False;medium;small
10;32;Twennyfife Poinz;;normal;8;3000;3000;True;True;False;50;False;False;medium;small
10;33;Thri Poinz;;normal;4;3000;3000;True;True;False;50;False;False;medium;small
10;34;Watermelon;;normal;3;1000;1000;True;True;False;32;False;False;medium;medium
10;35;Barrel;Not a Watermelon;normal;4;3000;3000;True;True;False;1;False;False;medium;medium
10;36;Fitty Poinz;;normal;2;3000;5000;True;True;False;50;False;False;medium;small
10;37;Twennyfife Poinz;;normal;8;3000;3000;True;True;False;50;False;False;medium;small
10;38;Thri Poinz;;normal;4;3000;3000;True;True;False;50;False;False;medium;small
10;104;Gruber;Traitorous Bandit;normal;1;45000;45000;True;True;False;64;False;False;medium;medium
10;105;Bandit;Hands of Gruber;normal;18;45000;45000;True;True;True;64;False;False;medium;medium
10;15;Naga Seeress;;script;1;0;0;True;True;True;51;True;True;large;medium
10;99;Divine Reaver;Guardian of Venom;script;1;0;0;True;True;True;68;True;True;large;large
11;1001;Red Lash Bosun;;normal;3;90000;90000;True;True;True;33;False;False;medium;medium
11;1002;Red Lash Swashbuckler;;normal;10;90000;90000;True;True;True;33;False;False;medium;medium
11;1003;Red Lash Veteran;;normal;31;90000;90000;True;True;True;33;False;False;medium;medium
11;1004;Red Lash Digger;;normal;104;90000;90000;True;True;True;33;False;False;small;medium
11;1005;Red Lash Deckhand;;normal;24;90000;90000;True;True;True;33;False;False;small;medium
11;1006;Red Lash Miner;;normal;48;90000;90000;True;True;True;33;False;False;small;small
11;1007;Red Lash Cutthroat;;normal;6;90000;90000;True;True;True;33;False;False;medium;medium
11;1008;Red Lash Pirate;;normal;13;90000;90000;True;True;True;33;False;False;medium;medium
11;1009;Red Lash Reaper;;normal;30;90000;90000;True;True;True;33;False;False;medium;medium
11;1010;Red Lash Archer;;normal;10;90000;90000;True;True;True;33;False;False;medium;medium
11;1011;Red Lash Petty Officer;;normal;9;90000;90000;True;True;True;33;False;False;medium;medium
11;2001;Red Lash Mate;;normal;9;25000;25000;True;True;True;33;False;False;medium;medium
11;2002;Red Lash Boarder;;normal;40;25000;25000;True;True;True;33;False;False;medium;medium
11;2003;Red Lash Sentinel;;normal;88;25000;90000;True;True;True;33;False;False;medium;medium
11;2004;Red Lash Grunt;;normal;24;25000;25000;True;True;True;33;False;False;small;medium
11;2005;Red Lash Driller;;normal;72;25000;25000;True;True;True;33;False;False;small;medium
11;2006;Red Lash Raider;;normal;3;25000;25000;True;True;True;33;False;False;medium;medium
11;2007;Red Lash Slayer;;normal;18;25000;90000;True;True;True;33;False;False;medium;medium
11;2008;Red Lash Buccaneer;;normal;9;90000;90000;True;True;True;33;False;False;medium;medium
11;3003;Red Lash Injenir;;normal;56;25000;25000;True;True;True;33;False;False;small;small
11;3006;Red Lash Berserker;;normal;14;90000;90000;True;True;True;33;False;False;medium;medium
11;4001;Red Lash Crusher;;normal;15;25000;25000;True;True;True;33;False;False;medium;medium
11;4002;Red Lash Rover;;normal;120;90000;90000;True;True;True;33;False;False;small;medium
11;4003;Red Lash Freebooter;;normal;42;90000;90000;True;True;False;33;False;False;medium;medium
11;4005;Red Lash Overseer;;normal;7;90000;90000;True;True;False;33;False;False;medium;medium
11;5001;Belkarius;Brutal Bosun;normal;1;45000;45000;True;True;True;33;False;False;medium;medium
11;5002;Arlvek;Silent Slayer;normal;1;45000;45000;True;True;True;33;False;False;medium;medium
11;5003;Orless;Red Lash Pirate Captain;normal;1;90000;90000;True;True;True;33;False;False;medium;medium
11;5004;Caiman Shocktroop;Chief's Escort;normal;15;90000;90000;True;True;True;33;False;False;small;medium
11;5006;Lektor;Red Lash Pirates Assault Leader;normal;1;90000;90000;True;True;True;33;False;False;medium;medium
11;5007;Caiman Engineer;Steel Armor Trooper;normal;15;90000;90000;True;True;True;33;False;False;small;medium
11;6001;Dread Pirate Gula;;normal;15;90000;90000;True;True;True;34;True;False;small;medium
11;6002;Bardragul;Undying Moneylender;normal;1;90000;90000;True;True;True;34;True;False;medium;medium
11;6003;Zerashaad;Atel Akaad;normal;1;25000;25000;True;True;True;34;True;False;medium;medium
11;6004;Nimrel;Atel Akaad;normal;1;25000;25000;True;True;True;34;True;False;medium;medium
11;6005;Qasidran;Atel Akaad;normal;1;25000;25000;True;True;True;34;True;False;medium;medium
12;3;Arachnen Stalker;;normal;38;20000;20000;True;True;True;31;False;False;medium;medium
12;4;Mistmoor Faerie;;normal;87;20000;20000;True;True;True;31;False;False;small;
12;5;Mistmoor Orcan Fighter;;normal;78;20000;20000;True;True;True;31;False;False;small;medium
12;7;Gula Brawler;Kazuur Syndicate;normal;47;20000;20000;True;True;False;31;False;False;medium;medium
12;8;Red Lash Killer;;normal;39;20000;20000;True;True;False;31;False;False;medium;medium
12;9;Red Lash Butcher;;normal;18;20000;20000;True;True;True;31;False;False;medium;medium
12;10;Mistmoor Orcan Scrapper;;normal;72;20000;20000;True;True;True;31;False;False;small;medium
12;13;Red Lash Clawrider;;normal;6;60000;60000;True;True;False;32;True;True;large;medium
12;14;Gula Trafficker;Kazuur Syndicate;normal;28;20000;20000;True;True;True;32;False;False;medium;medium
12;15;Red Lash Cleaver;;normal;32;20000;20000;True;True;True;32;False;False;medium;medium
12;16;Slave Watcher;Kazuur Syndicate;normal;44;20000;20000;True;True;True;31;False;False;medium;medium
12;17;Red Lash Marauder;;normal;6;60000;60000;True;True;False;32;True;True;large;medium
12;19;Abraxis;Red Lash Pirate;normal;1;10800000;10800000;True;True;False;33;True;True;large;medium
12;21;Gula Slavemaster;Kazuur Syndicate;normal;24;20000;20000;True;True;True;32;False;False;medium;medium
12;22;Red Lash Enforcer;;normal;10;20000;20000;True;True;False;31;False;False;medium;medium
12;23;Slawgesh;Kazuur Syndicate;normal;1;20000;20000;True;True;False;33;False;False;medium;medium
12;24;Bruke;Justicar;normal;1;9000;9000;True;True;False;31;False;False;medium;medium
15;1;Lunatic Yeoman;;normal;17;20000;20000;True;True;True;24;False;False;medium;medium
15;2;Insane Farmer;;normal;102;20000;20000;True;True;True;24;False;False;small;medium
15;3;Sulking Inky Sabertooth;;normal;22;20000;20000;True;True;False;24;False;False;medium;medium
15;4;Castanic Recruit;;normal;16;20000;20000;True;True;False;24;False;False;medium;
15;5;Amani Recruit;;normal;16;20000;20000;True;True;False;24;False;False;medium;
15;6;Disturbed Construct;;normal;30;20000;20000;True;True;True;24;False;False;medium;medium
15;7;Eerie Polykind;;normal;180;20000;20000;True;True;True;25;False;False;small;medium
15;8;Mutant Castanic Cutter;;normal;24;20000;20000;True;True;True;25;False;False;medium;
15;9;Mutant Amani Thumper;;normal;16;20000;20000;True;True;True;25;False;False;medium;
15;10;Rabid Inky Sabertooth;;normal;13;20000;20000;True;True;False;24;False;False;medium;medium
15;11;Cruel Jockey;;normal;27;20000;20000;True;True;True;25;False;False;medium;
15;12;Mutant Dwarf Fodder;;normal;112;20000;20000;True;True;True;25;False;False;small;
15;13;Mutant Dwarf Scrapper;;normal;104;20000;20000;True;True;True;25;False;False;small;
15;14;Blood Fiend;;normal;44;20000;20000;True;True;True;25;False;False;medium;medium
15;16;Chuckles;Master Jockey;normal;1;20000;20000;True;True;True;25;False;False;medium;
